Fid,Drug_Name1,Reason1,Drug_Name2,Reason2,Rating,Reviews,Drugfollowers,Label
10.42.0.211-10.42.0.1-62464-53-17,Cetral 10mg Tablet 10'SCetral Syrup 30ml,Allergies,Pregalift ER 50mg Tablet 10'S,Anxiety,9,9,134,0
10.42.0.211-10.42.0.1-8791-53-17,Cetral O 10mg Tablet 10'S,Allergies,Pregastar OD 150mg Tablet 10'S,Anxiety,9,20,31,0
10.42.0.151-31.13.80.37-39518-443-6,Cetramac Tablet 10'sCetramac 10Mg Syrup 60ml,Allergies,Pridep Plus Tablet 10'S,Anxiety,10,25,134,1
10.42.0.211-115.239.210.141-60998-80-6,Cetrezol 10mg Tablet 10'SCetrezol 5mg Tablet 10'SCetrezol L Tablet 10'S,Allergies,Pridep LS Tablet 10'S,Anxiety,10,20,41347,1
10.42.0.42-69.147.82.61-58930-443-6,Cetrezol L Forte Tablet 10'S,Allergies,Prolam 0.5mg Tablet 10'SProlam 0.25mg Tablet 10'S,Anxiety,5,13,134,0
10.42.0.1-10.42.0.42-53-1936-17,Cetrid OD 10mg Tablet 10'S,Allergies,Proprazolam M Tablet 10'SProprazolam Tablet 10'S,Anxiety,10,47,41344,0
172.217.11.1-10.42.0.42-443-36314-6,CETRIKAA 10mg Tablet 10's,Allergies,Provanol Forte 0.25mg Tablet 10'S,Anxiety,10,1,439,0
205.185.216.42-10.42.0.151-80-53411-6,Cetriliv Tablet 10'SCetriliv 5mg Tablet 10'S,Allergies,Prowin Tablet 10'S,Anxiety,10,41,51343,1
10.42.0.42-106.11.129.144-34495-443-6,Cetriliv M Syrup 60mlCetriliv M 5/10mg Tablet 10'S,Allergies,Prugo Syrup 100mlPrugo 10mg Tablet 15'SPrugo 25mg Tablet 15'S,Anxiety,9,6,134,1
175.100.207.232-10.42.0.151-443-49234-6,Cetrinat Syrup 60ml,Allergies,Q Rest 0.5mg Tablet 10'SQ Rest 0.25mg Tablet 10'S,Anxiety,10,5,1239,1
192.229.173.173-10.42.0.42-443-51324-6,Cetrine Tablet 10'SCetrine Syrup 60ml,Allergies,Quiet 0.25mg Tablet 10'SQuiet 0.5mg Tablet 10'S,Anxiety,9,22,37,1
180.76.145.14-10.42.0.211-80-45132-6,Cetriplus Syrup 60ml,Allergies,Recita Lite Tablet 10'SRecita Forte Tablet 10'S,Anxiety,10,5,134,1
10.42.0.1-10.42.0.42-53-48996-17,Cetriver 10mg Tablet 10'S,Allergies,Relax F Tablet 10'S,Anxiety,10,11,38,0
10.42.0.211-108.168.176.195-42258-5222-6,Cetriwal 10mg Tablet 10'S,Allergies,Relidep Plus H 12.5mg Tablet 10'S,Anxiety,7,5,134,1
10.42.0.211-123.125.29.220-47604-80-6,Cetrizet 10mg Tablet 10'SCetrizet 5mg Tablet 10'S,Allergies,Repam 10mg Tablet 10'SRepam 5mg Tablet 10'S,Anxiety,10,21,3134,0
10.42.0.211-58.63.236.212-53400-443-6,Cetrizine 10mg Tablet 10'SCetrizine 1mg Syrup 30ml,Allergies,Rescalm AZ Tablet 10'S,Anxiety,7,31,33,0
10.42.0.151-10.42.0.1-50410-53-17,Cetrizine (Zydus Cadila) 10mg Tablet 10'S,Allergies,Restovel 0.5mg Tablet 10'S,Anxiety,10,16,32,0
10.42.0.211-10.42.0.1-56162-53-17,CETTOP 10mg Tablet 10's,Allergies,Restovel HD 5/0.25mg Tablet 10'S,Anxiety,10,60,134,1
172.217.10.78-10.42.0.151-443-53732-6,Cetze Tablet 10'S,Allergies,Restovel LD 5/0.5mg Tablet 10'S,Anxiety,9,17,134,0
172.217.9.227-10.42.0.211-443-58513-6,Cetzine Tablet 10'S,Allergies,Restovel MD 0.25mg Tablet 10'S,Anxiety,9,135,12,1
172.217.8.3-10.42.0.42-80-44821-6,CETZY 10mg Tablet 10's,Allergies,Restyl SR 1mg Tablet 10'SRestyl SR 0.5mg Tablet 10'SRestyl 0.5mg Tablet 15'SRestyl 0.25mg Tablet 15'SRestyl Forte Tablet 10'SRestyl Plus Tablet 10'SRestyl 1mg Tablet 10'S,Anxiety,10,37,554,0
10.42.0.42-104.244.43.163-59104-443-6,Cezin Tablet 10'S,Allergies,Rivotril 0.5mg Tablet 10'SRivotril 0.25mg Tablet 10'SRivotril 0.5mg Tablet 15'SRivotril 2mg Tablet 10'S,Anxiety,8,31,1368,1
10.42.0.211-52.84.29.154-57109-443-6,Cistin 5mg Tablet 10'SCistin 5mg Syrup 60ml,Allergies,S Vocita H Tablet 10'S,Anxiety,10,162,3432,0
10.42.0.151-10.42.0.1-59977-53-17,Cistin L 5mg Tablet 10'S,Allergies,Sebenz 10mg Tablet 10'SSebenz 5mg Tablet 10'S,Anxiety,5,13,5134,1
10.42.0.211-10.42.0.1-46383-53-17,Citicad 10mg Tablet 10'S,Allergies,Seizcalm 5mg Tablet 10'SSeizcalm 10mg Tablet 10'S,Anxiety,9,25,3134,1
174.35.73.110-10.42.0.211-80-34160-6,CITRITO Tablet 10's,Allergies,Selamb 0.25mg Tablet 10'S,Anxiety,8,2,517,0
10.42.0.151-31.13.80.37-58995-443-6,CITZEN 10mg Tablet 10's,Allergies,Sertakem AZ Tablet 10'S,Anxiety,3,73,49,1
10.42.0.211-23.36.33.160-44446-443-6,Ciz Mt Tablet 10's,Allergies,Sezolep 0.5mg Tablet 10'SSezolep 2mg Tablet 10'S,Anxiety,10,64,242,0
172.217.10.130-10.42.0.42-443-36760-6,Clamist Syrup 60mlClamist 1mg Tablet 10'S,Allergies,Shanti 0.25mg Tablet 10'SShanti 0.5mg Tablet 10'S,Anxiety,3,7,517,0
10.42.0.211-10.42.0.1-6706-53-17,CNF Syrup 60mlCNF Tablet 10'S,Allergies,Shicalm Forte Tablet 10'S,Anxiety,7,3,1344,1
172.217.11.42-10.42.0.151-443-59135-6,CNF+ Tablet 10's,Allergies,Shipam 5mg Tablet 10'S,Anxiety,6,0,134,1
10.42.0.42-66.198.178.90-59715-80-6,Codylex Plus Tablet 10'S,Allergies,Sleepam 0.5mg Tablet 10'S,Anxiety,10,285,134,0
172.217.12.206-10.42.0.151-443-55256-6,Coekastle Tablet 10'S,Allergies,Sleepex 0.25mg Tablet 10'SSleepex 0.5mg Tablet 10'S,Anxiety,6,56,34,1
173.194.204.138-10.42.0.211-443-34246-6,Coekastle Kid Tablet 10'S,Allergies,Slipizem 5mg Suppository 5'SSlipizem 2.5mg Suppository 5'S,Anxiety,3,14,134,0
10.42.0.211-103.43.91.20-43143-443-6,Cofryl Syrup 60mlCofryl Syrup 150ml,Allergies,Solopose Beta 0.5mg Tablet 10'S,Anxiety,7,18,6134,1
172.217.10.141-10.42.0.151-443-39886-6,Cofryl OG Syrup 60mlCofryl OG Syrup 100ml,Allergies,Solzam 20mg Tablet 10'SSolzam 10mg Tablet 10'S,Anxiety,1,0,942,0
10.42.0.211-119.146.74.33-50658-443-6,Cofryl SF Syrup 100ml,Allergies,Solzam MD 10mg Tablet 10'SSolzam MD 5mg Tablet 10'S,Anxiety,1,88,443,1
10.42.0.211-95.213.11.133-35222-443-6,Conee 10mg Tablet 10'S,Allergies,Sowel 0.25mg Tablet 10'SSowel 0.5mg Tablet 10'S,Anxiety,9,0,26,0
10.42.0.151-52.179.189.71-41686-443-6,Cope 10mg Syrup 30mlCope 10mg Tablet 10'S,Allergies,Spasril Tablet 10'S,Anxiety,4,27,45,0
172.217.8.4-10.42.0.211-443-33354-6,Cope DT 10mg Tablet 10'S,Allergies,Stalopam Mini Plus Tablet 10'SStalopam Plus Tablet 10'SStalopam Lite Tablet 10'S,Anxiety,9,6,134,0
202.77.129.150-10.42.0.42-80-40114-6,Cope MD 10mg Tablet 10'S,Allergies,Stresnil 0.25mg Tablet 10'SStresnil 0.5mg Tablet 10'S,Anxiety,1,29,134,0
10.42.0.211-72.21.207.79-43284-443-6,Cortimine D 2Mg Tablet 10's,Allergies,Stressban 0.25mg Tablet 10'SStressban 0.5mg Tablet 10'S,Anxiety,9,20,39,0
10.42.0.211-10.42.0.1-3245-53-17,CORTOMINE FORTE Tablet 10's,Allergies,Strozip 4mg Tablet 10'SStrozip 0.5mg Tablet 10'S,Anxiety,7,2,217,1
183.79.248.252-10.42.0.211-443-55927-6,Covel 5mg Tablet 10'SCovel 10mg Tablet 10'S,Allergies,Synozolam 0.5mg Tablet 10'SSynozolam 0.25mg Tablet 10'S,Anxiety,10,5,1368,1
10.42.0.211-106.11.92.1-39397-443-6,Cozimont L Tablet 10'sCozimont L Syrup 60ml,Allergies,Syziral Tablet 10'S,Anxiety,10,44,565,0
180.76.152.193-10.42.0.42-80-41221-6,Cozimont L Kid Tablet 10's,Allergies,Tagat 0.5mg Tablet 10'STagat 0.25mg Tablet 10'S,Anxiety,9,13,134,0
169.47.42.237-10.42.0.211-5222-50749-6,CPM Tablet 1000'SCPM 4mg Tablet 1000'S,Allergies,Taloprex LS 5mg Tablet 10'STaloprex Plus 5mg Tablet 10'STaloprex Plus 20mg Tablet 10'STaloprex LS 10mg Tablet 10'STaloprex Plus 10mg Tablet 10'S,Anxiety,2,0,134,0
172.217.10.142-10.42.0.151-80-43568-6,Cromal Eye Drop 5ml,Allergies,Taloz Forte Tablet 10'S,Anxiety,9,16,237,1
172.217.10.10-10.42.0.151-443-43728-6,Cromal Forte Eye Drops 5ml,Allergies,Tamspar 10mg Tablet 10,Anxiety,9,66,28,1
192.229.173.136-10.42.0.151-443-38990-6,Cs L 5Mg Tablet 10'sCs L Suspension 60ml,Allergies,Tancodep 5mg Tablet 10'STancodep 2mg Tablet 10'S,Anxiety,1,4,31,1
10.42.0.211-87.240.165.91-54024-80-6,CYCLOPHIL ME 25mg Capsule 6's,Allergies,Tazodac 25mg Tablet 10'STazodac 50mg Tablet 10'S,Anxiety,1,4,421,1
10.42.0.211-10.42.0.1-9374-53-17,CZ 3 Tablet 10'SCZ 3 Syrup 60ml,Allergies,Tenan 0.5mg Tablet 10'STenan 0.25mg Tablet 10'S,Anxiety,10,26,134,1
10.42.0.151-10.42.0.1-24077-53-17,D Cort 40mg Injection 1ml,Allergies,Tensyl 0.25mg Tablet 10'STensyl 0.5mg Tablet 10'S,Anxiety,8,57,134,0
172.217.11.46-10.42.0.42-443-35490-6,D Lor Tablet 10'S,Allergies,Tensyn AZ Tablet 10'STensyn AZ M Tablet 10'STensyn Plus Tablet 10'S,Anxiety,10,61,735,1
10.42.0.211-10.42.0.1-37137-53-17,D Loratin 5mg Tablet 10'S,Allergies,Tenzole 0.5mg Tablet 10'S,Anxiety,10,2,961,0
222.73.28.96-10.42.0.211-80-58704-6,Dazit M Tablet 10'SDazit 5mg Tablet 10'S,Allergies,Texidep 0.5mg Tablet 10'STexidep 0.25mg Tablet 10'S,Anxiety,8,44,134,0
203.130.53.126-10.42.0.211-80-39096-6,DE ARGELLA Tablet 10's,Allergies,Texidep SR 0.5mg Tablet 10'S,Anxiety,7,6,134,0
172.217.10.46-10.42.0.151-443-44435-6,Delorta 5mg Tablet 10'S,Allergies,Texina 2mg Tablet 10'STexina 1mg Tablet 10'S,Anxiety,10,18,31,1
172.217.10.141-10.42.0.42-443-53019-17,Delpodine 180mg Tablet 10'SDelpodine Syrup 60mlDelpodine 30mg Tablet 10'SDelpodine 120mg Tablet 10'S,Allergies,Toficalm 100mg Tablet 10'SToficalm 50mg Tablet 10'S,Anxiety,9,37,134,0
10.42.0.211-31.13.71.1-58575-443-6,Delpodine M 4/60mg Suspension 50mlDelpodine M 10/120mg Tablet 10'S,Allergies,Toframine 5mg Tablet 10'SToframine 2mg Tablet 10'S,Anxiety,10,5,134,1
172.217.6.238-10.42.0.151-443-51144-6,Delpomont L 10/5mg Tablet 10'S,Allergies,Tradep 5/2mg Tablet 10'S,Anxiety,1,3,3467,0
10.42.0.42-23.206.125.17-39540-80-6,DES OD 10mg Tablet 10'SDES OD 5mg Tablet 10'S,Allergies,Tranax 0.5mg Tablet 10'STranax 1mg Tablet 10'STranax 0.25mg Tablet 10'S,Anxiety,9,8,1345,1
10.42.0.1-10.42.0.42-53-14205-17,Desent 5mg Tablet 10'S,Allergies,Tranisol 0.5mg Tablet 10'STranisol 0.25mg Tablet 10'STranisol 1mg Tablet 10'S,Anxiety,5,3,134,0
10.42.0.211-64.71.142.124-43104-443-6,DESKAST Tablet 10's,Allergies,Tranquil 0.5mg Tablet 10'STranquil 0.25mg Tablet 10'S,Anxiety,10,6,1368,1
10.42.0.151-106.39.169.66-36892-80-6,Deslor 5mg Tablet 10'S,Allergies,Trazalon 25mg Tablet 10'STrazalon 50mg Tablet 10'STrazalon 100mg Tablet 10'S,Anxiety,8,36,324,1
172.217.10.234-10.42.0.151-443-32815-6,Deslor MD 5mg Tablet 10'S,Allergies,Trazaril 50mg Tablet 10'STrazaril 25mg Tablet 10'STrazaril 100mg Tablet 10'S,Anxiety,9,44,134,0
172.217.6.238-10.42.0.211-443-38472-6,DESORID 5mg Tablet 10's,Allergies,Traze 100mg Tablet 10'STraze 50mg Tablet 10'STraze 25mg Tablet 10'S,Anxiety,9,20,134,1
172.217.10.110-10.42.0.211-443-39875-6,Dexodil SR 6mg Tablet 10'S,Allergies,Trazonil 100mg Tablet 10'STrazonil 25mg Tablet 10'STrazonil 50mg Tablet 10'S,Anxiety,4,6,438,0
169.53.71.247-10.42.0.211-443-45320-6,Dexomet Tablet 10'S,Allergies,Tribrium 10mg Tablet 10'STribrium 25mg Tablet 10'S,Anxiety,5,17,134,0
10.42.0.211-10.42.0.1-1075-53-17,DEZACOR 6mg Oral Suspension 30ml,Allergies,Trika SR 0.5mg Tablet 10'STrika 0.25mg Tablet 15'STrika Plus Tablet 10'STrika 0.125mg Tablet 10'STrika 1mg Tablet 10'STrika SR 1mg Tablet 10'STrika Forte Tablet 10'STrika 0.5mg Tablet 15'S,Anxiety,6,3,134,1
10.42.0.151-31.13.71.3-59640-443-6,Dezlin 5mg Tablet 10'S,Allergies,Valium 2mg Tablet 10'SValium 10mg Tablet 10'SValium 5mg Tablet 10'S,Anxiety,9,1,31,1
10.42.0.211-23.208.218.4-57725-443-6,Dezlin M Tablet 10'S,Allergies,Venfax 37.5mg Capsule 10'S,Anxiety,10,39,1368,0
10.42.0.151-10.42.0.1-1656-53-17,Dezlorid 5mg Tablet 10'S,Allergies,Venfax PR 75mg Capsule 10'SVenfax PR 37.5mg Capsule 10'S,Anxiety,2,8,134,1
216.58.219.195-10.42.0.42-443-38330-6,Dezlorid M Tablet 10'S,Allergies,Veniz XR NF 75mg Capsule 10,Anxiety,7,47,18,0
172.217.10.227-10.42.0.151-443-49025-6,Diavobet Ointment 15gm,Allergies,Venlite CZ 100mg Tablet 10'SVenlite CZ 50mg Tablet 10'S,Anxiety,10,146,134,1
10.42.0.151-47.89.67.224-59130-443-6,Dicarb Inga Tablet 10'S,Allergies,Ventab Plus Tablet 10'S,Anxiety,10,4,1176,0
10.42.0.42-104.193.88.109-42366-80-6,Dilosyn Tablet 10'SDilosyn 8mg Expectorant 120mlDILOSYN Expectorant 115mlDilosyn Syrup 100mlDilosyn 4mg Expectorant 100ml,Allergies,VEXOR XR 75mg Tablet 10's,Anxiety,7,21,537,1
10.42.0.42-23.206.125.17-39543-80-6,Dilovent M 10/5mg Tablet 10'S,Allergies,Vipinta 2mg Tablet 10'S,Anxiety,8,17,134,0
8.0.6.4-8.6.0.1-0-0-0,DIO 1 Tablet 10'S,Allergies,Visram 0.5mg Tablet 10'SVisram 0.25mg Tablet 10'S,Anxiety,9,0,31,0
10.42.0.151-36.110.210.167-33303-80-6,Diominic Tablet 10'S,Allergies,Vizep 25mg Tablet 10'SVizep 10mg Tablet 10'S,Anxiety,8,26,35,0
183.79.250.123-10.42.0.151-443-44242-6,Diominic SR Tablet 10'S,Allergies,S VOCITA LS Tablet 10'SS VOCITA PLUS Tablet 10'S,Anxiety,7,3,134,0
10.42.0.151-104.244.43.131-48465-443-6,Disitch 5mg Tablet 10'S,Allergies,Welnorm 0.5mg Tablet 10'SWelnorm 0.25mg Tablet 10'S,Anxiety,10,7,31,0
10.42.0.151-31.13.71.52-47610-443-6,Doxinate G Tablet 10'S,Allergies,Xanti 0.25mg Tablet 10'SXanti 0.5mg Tablet 10'S,Anxiety,2,5,134,1
216.58.219.227-10.42.0.151-443-41253-6,Doxure Cream 30gm,Allergies,Xenotril 0.25mg Tablet 10'SXenotril 2mg Tablet 10'S,Anxiety,8,110,334,1
198.11.132.178-10.42.0.211-443-51423-6,Drusa 120mg Tablet 10'SDrusa 180mg Tablet 10'S,Allergies,Xtaz 10mg Tablet 10'SXtaz 5mg Tablet 10'S,Anxiety,1,33,134,0
172.217.9.234-10.42.0.151-443-54394-6,Duospray Nasal Spray 70Mdi,Allergies,Xycalm 0.5mg Tablet 10'SXycalm 0.25mg Tablet 10'S,Anxiety,3,2,134,0
10.42.0.211-54.225.208.80-53336-443-6,Ebahist 20mg Tablet 10'SEbahist 10mg Tablet 10'S,Allergies,Yogazam 5mg Tablet 10'SYogazam 10mg Tablet 10'S,Anxiety,9,17,627,0
10.42.0.211-64.71.142.95-43965-443-6,Ebal 20mg Tablet 10'SEbal 10mg Tablet 10'S,Allergies,ZAC 10mg Tablet 10'SZAC 5mg Tablet 10'S,Anxiety,10,35,422,1
10.42.0.42-66.198.24.243-54358-80-6,Ebal MD Tablet 10'S,Allergies,Zallpam 0.5mg Tablet 10'SZallpam 0.25mg Tablet 10'SZallpam 1mg Tablet 10'S,Anxiety,1,38,134,1
10.42.0.211-23.21.95.195-34939-443-6,Ebamont Tablet 10'S,Allergies,ZAM 0.5mg Tablet 10'SZAM 0.25mg Tablet 10'S,Anxiety,4,36,1428,1
172.217.6.206-10.42.0.151-443-50436-6,EBANIT 20mg Tablet 10'sEBANIT 10mg Tablet 10's,Allergies,ZAM MT 0.25mg Tablet 10'SZAM MT 0.5 Tablet 10'S,Anxiety,10,24,134,1
10.42.0.211-104.192.110.245-55122-443-6,Ebasil 20mg Tablet 10'SEbasil 10mg Tablet 10'S,Allergies,Zamitol 0.5mg Tablet 10'SZamitol 0.25mg Tablet 10'S,Anxiety,10,4,134,1
10.42.0.151-31.13.80.52-52505-443-6,Ebast 10mg Tablet 10'SEBAST M KID Tablet 10'SEbast M Tablet 10'SEbast 20mg Tablet 10'S,Allergies,Zapiz 1mg Tablet 10'SZapiz 0.25mg Tablet 10'SZapiz 2mg Tablet 10'SZapiz 0.5mg Tablet 10'S,Anxiety,8,14,134,0
10.42.0.151-23.208.106.113-39874-443-6,Ebast DT 5mg Tablet 10'S,Allergies,Zaptra LS 12.5mg Tablet 10'SZAPTRA 25mg Capsule 10's,Anxiety,8,20,134,1
10.42.0.42-103.7.30.118-37939-80-6,Ebast Odt 10mg Tablet 10'S,Allergies,Zedep A Tablet 10'S,Anxiety,1,59,134,0
157.55.130.167-10.42.0.151-40019-48848-6,Ebay 10mg Tablet 10'SEbay 20mg Tablet 10'S,Allergies,ZEE 1mg Tablet 10'SZEE 2mg Tablet 10'SZEE 0.5mg Tablet 10'S,Anxiety,3,0,31,0
10.42.0.211-104.88.89.135-38023-443-6,Ebmont FX 10/120mg Tablet 10'S,Allergies,Zeelo 1mg Tablet 10'S,Anxiety,10,2,134,0
10.42.0.211-123.59.190.251-38247-80-6,Econase Nasal Spray 25gm,Allergies,Zeftra 0.5mg Tablet 10'SZeftra 0.25mg Tablet 10'S,Anxiety,10,11,134,1
216.58.217.99-10.42.0.151-80-36089-6,Ekon 10mg Tablet 10'S,Allergies,Zenax 0.25mg Tablet 10'SZenax 0.5mg Tablet 10'S,Anxiety,5,14,134,0
10.42.0.211-10.42.0.1-61096-53-17,Ekon XL MD Tablet 10'S,Allergies,Zepam MD 1mg Tablet 10'SZepam 0.5mg Tablet 10'SZepam 2mg Tablet 10'SZepam MD 2mg Tablet 10'SZepam 1mg Tablet 10'S,Anxiety,10,13,32,1
180.149.134.141-10.42.0.211-80-37490-6,Elce 5mg Tablet 10'S,Allergies,Zepam MD 0.25mg Tablet 10'SZepam MD 0.5mg Tablet 10'S,Anxiety,6,19,595,0
172.217.10.226-10.42.0.211-443-59531-6,Elcicast 10/5mg Tablet 10'S,Allergies,Zepose 5mg Tablet 10'SZepose 10mg Injection 2mlZepose 10mg Tablet 10'S,Anxiety,10,4,432,1
151.101.22.2-10.42.0.211-443-38657-6,Elgnil 10mg Tablet 10'S,Allergies,Zepro M Tablet 10'S,Anxiety,10,64,31,0
172.217.11.10-10.42.0.211-443-38622-6,Elina 10mg Tablet 10'SElina 10mg Tablet 15'S,Allergies,Szetalo Plus Tablet 10'SSzetalo Plus MD Tablet 10'SSzetalo LS Tablet 10'S,Anxiety,7,22,134,1
172.217.3.106-10.42.0.42-443-39506-6,Ellepra M Tablet 10'S,Allergies,Zicam 2mg Tablet 10'SZicam 0.25mg Tablet 10'SZicam DT 1mg Tablet 10'SZicam DT 2mg Tablet 10'SZicam 0.5mg Tablet 10'S,Anxiety,8,76,134,1
10.42.0.211-10.42.0.1-54459-53-17,Elocon Lotion 5mlElocon Ointment 5gmElocon Cream 5gm,Allergies,Zobara 0.5mg Tablet 10'S,Anxiety,10,101,134,0
10.42.0.211-10.42.0.1-21970-53-17,Elosalic Ointment 15gm,Allergies,Zocam 0.5mg Tablet 10'SZocam C 0.5mg Tablet 10'SZocam C 0.25mg Tablet 10'SZocam 0.25mg Tablet 10'S,Anxiety,1,21,783,1
10.42.0.211-10.42.0.1-12222-53-17,Elriz 5mg Tablet 10'SElriz Syrup 30ml,Allergies,Zolam 0.5mg Tablet 10'SZolam 1mg Tablet 10'SZolam 0.25mg Tablet 10'S,Anxiety,7,18,134,0
10.42.0.211-10.42.0.1-2441-53-17,Elsie Tablet 10'S,Allergies,Zolarest 0.5mg Tablet 10'SZolarest 0.25mg Tablet 10'S,Anxiety,1,1,134,0
10.42.0.42-36.51.254.232-43849-443-6,Elturyl Syrup 100ml,Allergies,Zolax SR 1mg Tablet 10'SZolax 0.25mg Tablet 10'SZolax SR 1.5mg Tablet 10'SZolax 0.50mg Tablet 10'SZolax 1mg Tablet 10'SZolax SR 0.5mg Tablet 10'S,Anxiety,10,0,134,1
10.42.0.151-104.244.43.227-49851-443-6,ELU 5mg Tablet 10'S,Allergies,Zolax SR 0.25mg Tablet 10'S,Anxiety,10,2,265,1
10.42.0.211-115.239.210.141-57524-80-6,Emlucast 10mg Tablet 10'SEmlucast 4mg Tablet 10'SEmlucast 5mg Tablet 10'S,Allergies,Zoldac 1mg Tablet 10'SZoldac 0.25mg Tablet 10'SZoldac 0.5mg Tablet 10'S,Anxiety,10,2,514,0
180.76.148.209-10.42.0.211-80-38701-6,Emlukast FX Tablet 10'S,Allergies,Zolent 0.5mg Tablet 10'SZolent Forte Tablet 10'SZolent 0.25mg Tablet 10'S,Anxiety,8,6,134,1
180.76.147.97-10.42.0.42-80-60516-6,ENOCET LV Tablet 10'sENOCET LV Syrup 30ml,Allergies,Zolent Plus Tablet 10'S,Anxiety,9,8,134,0
10.42.0.42-66.198.24.253-35864-80-6,Entofoam 10% Foam 1'S,Allergies,Zolent SR 0.5mg Tablet 10'S,Anxiety,8,9,312,1
172.217.3.110-10.42.0.42-443-58927-6,Erostin 20mg Tablet 10'SErostin 10mg Tablet 10'S,Allergies,Zolin 0.5mg Tablet 10'SZolin 0.25mg Tablet 10'S,Anxiety,10,14,134,0
172.217.10.106-10.42.0.151-443-33798-6,Erostin DC 10/10mg Tablet 10'S,Allergies,Zolipax 0.5mg Tablet 10'SZolipax SR 0.5mg Tablet 10'SZolipax SR 1.5mg Tablet 10'SZolipax 0.25mg Tablet 10'SZolipax 1mg Tablet 10'SZolipax SR 1mg Tablet 10'S,Anxiety,10,2,342,1
222.73.28.96-10.42.0.42-80-47416-6,Erozine M Syrup 60mlErozine M Tablet 10's,Allergies,Zoloid 0.5mg Tablet 10'SZoloid 0.25mg Tablet 10'S,Anxiety,1,11,134,0
10.42.0.211-23.21.95.195-44081-443-6,ESTINA Eye Drops 5ml,Allergies,Zolpid 5mg Tablet 10'S,Anxiety,10,32,823,0
10.42.0.211-10.42.0.1-49732-53-17,Ethizine 5mg Tablet 10'S,Allergies,Zolpid ER 6.25mg Tablet 10'S,Anxiety,3,96,353,0
10.42.0.151-10.42.0.1-42782-53-17,Etofex 120mg Tablet 10'S,Allergies,Zomark FX Tablet 10'SZomark 0.25mg Tablet 10'SZomark SR 0.5mg Tablet 10'S,Anxiety,9,62,134,0
10.42.0.151-104.244.42.130-40208-443-6,EVOCET Tablet 10's,Allergies,Zopic 0.25mg Tablet 10'SZopic 0.5mg Tablet 10'S,Anxiety,10,24,134,0
172.217.11.10-10.42.0.211-443-36099-6,F DIN 180mg Tablet 10's,Allergies,Zopral 0.5mg Tablet 10'SZopral 0.25mg Tablet 10'SZopral 1mg Tablet 10'S,Anxiety,10,4,134,1
8.8.8.8-10.42.0.211-53-60657-17,Febrex LP Tablet 10'SFebrex LP Syrup 30ml,Allergies,ZYVEN OD PLUS 100mg Tablet 10'S,Anxiety,1,4,134,1
10.42.0.211-64.71.142.124-55878-443-6,Febrex Plus AF Syrup 60mlFebrex Plus AF Drops 15ml,Allergies,Abitol Syrup 100mlAbitol 4mg Tablet 10'S,Appetite,10,47,31,0
10.42.0.151-31.13.71.37-47035-443-6,Fegra 180mg Tablet 10'SFegra 120mg Tablet 10'SFegra 180mg Tablet 6'S,Allergies,Abitol Plus Syrup 200ml,Appetite,1,1,134,0
172.217.3.106-10.42.0.211-443-54359-6,Fegra M Tablet 10'S,Allergies,ADD App Tablet 10'SADD App Syrup 200ml,Appetite,10,4,537,0
10.42.0.211-104.209.188.76-37524-443-6,FENEXIA Suspension 60ml,Allergies,Alkemzyme Syrup 200ml,Appetite,8,33,134,1
10.42.0.211-66.198.24.240-48286-80-6,FENEXIA DT 30mg Tablet 10's,Allergies,Alsorbiliv Syrup 200ml,Appetite,10,24,55,1
172.217.10.67-10.42.0.211-443-58853-6,Fenixa Suspension 60mlFenixa 120mg Tablet 10'SFenixa 180mg Tablet 10'SFenixa Suspension 100ml,Allergies,Alzyme Syrup 200ml,Appetite,10,38,37,1
10.42.0.151-10.42.0.1-63353-53-17,Fenixa M Tablet 10'S,Allergies,Alzyme Orange Syrup 200ml,Appetite,10,87,31,1
202.77.129.150-10.42.0.211-80-48433-6,FEX 180mg Tablet 10'SFEX 120mg Tablet 10'SFEX 30mg Tablet 10'S,Allergies,Alzyme Pineapple Syrup 200ml,Appetite,8,23,134,1
10.42.0.211-121.12.98.62-51892-80-6,Fexert 180mg Tablet 10'SFexert 120mg Tablet 10'S,Allergies,Alzyme Strawberry Syrup 200ml,Appetite,2,59,694,0
10.42.0.151-52.1.14.213-49230-443-6,Fexidine Syrup 60ml,Allergies,Apeat 4Mg Tablet 10'sApeat Syrup 200ml,Appetite,10,1,517,1
10.42.0.211-34.227.133.130-48183-443-6,Fexigra 120mg Tablet 10'SFexigra 30mg Tablet 10'SFexigra 180mg Tablet 10'S,Allergies,Apenorm Tablet 10'SApenorm Syrup 200ml,Appetite,10,19,134,0
203.205.158.61-10.42.0.42-80-46663-6,FEXINID M Tablet 10's,Allergies,Apetamin Syrup 200ml,Appetite,10,8,28,0
10.42.0.211-69.147.64.34-46381-443-6,FEXOBIT 120mg Tablet 10'sFexobit 180mg Tablet 10'S,Allergies,Apetin Drops 15ml,Appetite,2,37,986,0
192.229.163.180-10.42.0.151-443-58300-6,Fexocet 30mg Suspension 60ml,Allergies,Apimore Syrup 200ml,Appetite,7,3,134,1
172.217.3.110-10.42.0.151-443-41414-17,Fexoder 180mg Tablet 10'SFexoder 120mg Tablet 10'S,Allergies,Apitat Syrup 200ml,Appetite,9,5,134,0
